Date,Open,High,Low,Close,Adj Close,Volume
2013-01-03,41.920410,42.358669,41.810848,42.139542,15.166295,34469672
2013-01-04,42.015686,42.015686,40.967674,41.301132,14.864547,38258536
2013-01-07,41.434517,42.682602,40.986729,42.006157,15.118287,71920525
2013-01-08,41.901356,41.925175,40.977203,41.286842,14.859404,39637260
2013-01-09,41.353535,41.496445,40.110210,40.234070,14.480504,78406263
2013-01-10,40.486542,40.667564,39.848209,40.062576,14.418785,50388489
2013-01-11,40.062576,40.472252,39.595734,39.757702,14.309056,35178640
2013-01-14,39.833920,40.443668,39.381371,40.376980,14.531940,29264162
2013-01-15,40.353161,40.762836,40.124504,40.472252,14.566226,31316985
2013-01-16,40.157848,40.367451,39.405186,39.533806,14.228475,24885754
2013-01-17,39.190823,40.062576,38.952637,39.891083,14.357059,44091817
2013-01-18,39.976830,40.300758,39.386131,39.538570,14.230188,28410610
2013-01-21,39.538570,39.924427,39.205112,39.452824,14.199330,26768709
2013-01-22,39.452824,39.948246,38.790672,38.938347,14.014165,26833763
2013-01-23,39.100311,39.409950,38.357178,38.828781,13.974730,32465750
2013-01-24,38.928818,39.243221,38.371468,38.538197,13.870148,32936331
2013-01-25,38.557251,38.895473,37.971317,38.752563,13.947301,35586098
2013-01-28,38.843071,39.100311,38.552486,38.647762,13.909585,29409082
2013-01-29,38.662052,39.195583,37.833172,38.014191,13.681556,40497844
2013-01-30,38.199974,38.919292,38.071358,38.704926,13.930156,36537515
2013-01-31,38.585835,38.785908,38.247612,38.576305,13.883863,31212612
2013-02-01,38.738270,39.224167,38.066593,38.190449,13.744990,34165055
2013-02-04,38.395287,38.533432,37.552113,37.637859,13.546111,39897310
2013-02-05,37.347275,37.909389,37.309166,37.609280,13.535825,30638298
2013-02-06,37.766479,38.376232,37.766479,37.866516,13.628407,36478527
2013-02-07,37.871281,37.918919,37.118618,37.194839,13.386668,28088003
2013-02-08,37.237713,37.533058,36.680359,36.913780,13.285509,31369109
2013-02-11,37.161491,37.194839,36.589851,36.661304,13.194642,27315082
2013-02-12,36.689888,36.918545,36.413593,36.670834,13.198071,26218662
2013-02-13,36.689888,36.937599,35.737152,35.822899,12.892894,42026209
2013-02-14,35.251255,36.442177,35.089291,36.289738,13.060914,74946104
2013-02-15,36.013447,36.423122,35.422749,35.832424,12.896323,37741835
2013-02-18,35.827660,36.870907,35.684750,36.704178,13.210073,39504747
2013-02-19,36.775635,37.042400,36.213520,36.842323,13.259792,27707048
2013-02-20,36.956654,37.047165,36.022972,36.132538,13.004337,43067893
2013-02-21,35.808605,35.808605,34.631977,34.670086,12.477990,60877442
2013-02-22,34.698669,35.051182,34.365211,34.727249,12.498563,51908048
2013-02-25,34.846340,35.098816,34.274700,34.365211,12.368263,34057029
2013-02-26,34.298519,34.317574,33.202869,33.293381,11.982505,47307858
2013-02-27,33.407711,34.127026,32.988506,34.022224,12.244822,49489248
2013-02-28,34.208008,34.346153,32.202499,32.535957,11.709904,73683961
2013-03-01,32.564537,33.117126,32.397808,32.497845,11.696186,33793473
2013-03-04,32.393044,32.421627,31.759476,31.888096,11.476733,34189668
2013-03-05,31.935732,32.921814,31.773766,32.788429,11.800769,49384938
2013-03-06,33.069489,33.965061,32.688393,33.607784,12.095661,50724846
2013-03-07,33.622074,33.622074,32.826542,33.398182,12.020224,31321635
2013-03-08,33.536327,34.460484,33.536327,34.217537,12.315115,50346977
2013-03-11,34.165134,34.570049,33.779278,34.236591,12.321973,38448337
2013-03-12,34.298519,34.441429,33.536327,33.941242,12.215675,35755935
2013-03-13,33.822151,34.003170,33.412472,33.545856,12.073373,25188104
2013-03-14,33.545856,34.131790,33.021851,34.022224,12.244822,32243569
2013-03-15,34.093681,34.565285,33.650658,33.769749,12.153952,29236159
2013-03-18,33.236217,33.536327,32.993271,33.279091,11.977362,20968344
2013-03-19,33.441055,33.512512,32.240608,32.364464,11.648182,29563972
2013-03-20,32.364464,32.621700,31.688021,31.892859,11.478447,32234479
2013-03-21,32.059586,32.483555,30.963940,31.235470,11.241849,35735016
2013-03-22,31.164015,31.249762,30.506626,30.663828,11.036112,40015507
2013-03-25,31.249762,31.278343,29.830185,29.954039,10.780652,49847815
2013-03-26,29.739674,29.906403,29.058468,29.206141,10.511481,47792651
2013-03-28,29.106104,30.239861,28.648790,29.806364,10.727506,138880635
2013-04-01,29.982622,30.154114,29.553890,29.982622,10.790942,34235893
2013-04-02,29.925457,30.625719,29.839710,30.458990,10.962388,35774219
2013-04-03,30.373243,30.992521,30.073132,30.187460,10.864664,40219761
2013-04-04,30.020731,30.058842,28.872683,28.996538,10.436043,50169939
2013-04-05,28.915558,29.787312,28.886974,29.458616,10.602348,41835601
2013-04-08,29.582472,29.773020,29.029884,29.144213,10.489191,34976759
2013-04-09,29.353815,29.896875,28.920321,29.001303,10.437757,40568692
2013-04-10,29.282360,29.425270,28.582100,29.082285,10.466905,59964944
2013-04-11,29.344288,29.382399,28.362968,28.439188,10.235450,66694181
2013-04-12,28.296278,28.896502,28.110495,28.534462,10.269739,52325834
2013-04-15,28.391550,28.391550,27.981874,28.053329,10.096575,37592119
2013-04-16,28.053329,28.648790,27.867546,28.424896,10.230306,63584287
2013-04-17,28.677372,28.915558,28.210531,28.301041,10.185730,68517003
2013-04-18,28.315332,28.820284,27.991402,28.563044,10.280026,57604113
2013-04-22,28.753592,29.363342,28.677372,29.220432,10.516625,55733324
2013-04-23,29.258541,29.744436,29.163267,29.449089,10.598920,52817114
2013-04-25,29.558655,29.958803,29.534836,29.777782,10.717218,47737389
2013-04-26,29.849237,30.163643,28.982248,29.063231,10.460046,37723866
2013-04-29,29.106104,29.220432,28.686899,28.815519,10.370893,26517800
2013-04-30,29.048941,29.287125,28.362968,28.844101,10.381181,43365635
2013-05-02,28.963194,29.201378,28.772646,29.020357,10.444615,29722379
2013-05-03,28.915558,29.954039,28.682137,29.649164,10.670928,56318386
2013-05-06,29.854002,30.801975,29.820656,30.730520,11.060116,61835052
2013-05-07,30.887720,31.097322,30.487572,30.935358,11.133839,52826865
2013-05-08,31.083033,31.135433,30.135059,30.358953,10.926385,54284613
2013-05-09,30.458990,30.668592,29.992149,30.116005,10.838945,32921952
2013-05-10,30.196987,30.525681,30.020731,30.344662,10.921243,29697724
2013-05-13,30.382771,30.606665,29.058468,29.115631,10.478906,42574021
2013-05-14,28.848866,29.220432,28.248640,28.953667,10.420614,65199056
2013-05-15,29.058468,29.515781,29.058468,29.372869,10.571487,39638120
2013-05-16,29.372869,29.973095,29.306179,29.706327,10.691501,46417675
2013-05-17,29.792074,29.863529,29.391926,29.711092,10.693216,33278451
2013-05-20,29.811129,30.458990,29.773020,30.044550,10.813231,42932137
2013-05-21,30.011204,30.154114,29.220432,29.401451,10.581774,31203733
2013-05-22,29.282360,29.868294,28.972721,29.148977,10.490907,34817523
2013-05-23,29.058468,29.582472,28.139076,28.539227,10.271454,89139009
2013-05-24,29.549126,30.439936,29.201378,29.820656,10.732649,120873612
2013-05-27,29.830185,30.358953,29.611053,30.216042,10.874950,38877942
2013-05-28,30.111240,30.849611,30.111240,30.659065,11.034396,54824153
2013-05-29,30.649536,30.763866,29.773020,29.968330,10.785800,37854794
2013-05-30,29.825420,29.825420,28.653555,28.739300,10.343462,67307508
2013-05-31,28.939375,28.939375,27.638889,27.796091,10.003997,71057705
2013-06-03,27.962820,28.372498,27.634127,28.248640,10.166870,45763118
2013-06-04,28.315332,28.810757,28.305805,28.463007,10.244023,40275253
2013-06-05,28.362968,28.810757,28.229586,28.496351,10.256023,35038255
2013-06-06,28.296278,28.296278,27.939001,28.134314,10.125723,36067396
2013-06-07,28.010456,28.429661,27.748453,27.824673,10.014282,28921979
2013-06-10,27.867546,28.191477,27.495979,27.686525,9.964560,27718499
2013-06-11,27.438814,27.576962,26.462259,26.790955,9.642240,51578891
2013-06-12,26.690916,26.795717,25.990656,26.081165,9.386781,55076836
2013-06-13,25.819162,26.648043,25.199884,25.357084,9.126181,65208397
2013-06-14,25.666725,26.338404,25.633379,26.119274,9.400496,42151438
2013-06-17,26.205021,26.476551,25.657198,26.395569,9.499938,35967011
2013-06-18,26.271711,27.467398,26.076401,27.162521,9.775969,59503872
2013-06-19,27.162521,27.972347,26.957684,27.734163,9.981706,74733601
2013-06-20,27.229214,27.233976,25.800108,25.966837,9.345635,76652725
2013-06-21,25.952545,26.338404,25.299921,25.919201,9.328491,58373707
2013-06-24,25.742945,26.238367,25.304686,25.404722,9.143324,57052723
2013-06-25,25.390430,25.757235,24.990282,25.385668,9.136468,54589072
2013-06-26,25.628614,25.676252,25.018864,25.209412,9.073030,44955319
2013-06-27,25.628614,25.700069,24.899773,25.166538,9.057601,51764556
2013-06-28,25.438068,26.114511,25.438068,26.081165,9.386781,64426912
2013-07-01,25.923964,26.933865,25.923964,26.743317,9.625093,46058006
2013-07-02,26.838591,27.276850,26.676624,26.862410,9.667955,43840131
2013-07-03,26.590879,26.600407,25.585743,25.681017,9.242764,41510201
2013-07-04,26.009710,26.047819,25.095083,25.228466,9.079888,48243583
2013-07-05,25.580978,25.709599,25.114138,25.218939,9.076461,35367643
2013-07-08,25.047445,25.047445,24.580605,24.761625,8.911871,40983550
2013-07-09,25.018864,25.161774,24.785442,24.928354,8.971878,35587578
2013-07-10,25.056973,25.061737,24.318602,24.409113,8.784999,51591917
2013-07-11,24.961699,25.280867,24.685406,24.871189,8.951303,56890663
2013-07-12,24.914063,25.152246,24.628242,25.023626,9.006165,38974306
2013-07-15,24.247147,24.723515,23.999435,24.528204,9.105195,53080240
2013-07-16,24.142345,24.399586,23.885107,23.970854,8.898298,33494219
2013-07-17,23.970854,24.147110,23.075281,23.170555,8.601216,46462955
2013-07-18,23.184847,23.399212,22.832333,23.313465,8.654265,39403806
2013-07-19,23.299173,23.646923,22.865679,22.960953,8.523409,47065451
2013-07-22,22.956188,22.960953,22.213055,22.274982,8.268767,49151242
2013-07-23,22.860914,22.860914,22.208290,22.351200,8.297061,44985810
2013-07-24,22.265455,22.479820,21.779558,21.874832,8.120226,42192226
2013-07-25,21.703341,21.955814,21.150753,21.231735,7.881499,53266829
2013-07-26,21.293663,21.574720,20.641039,20.855406,7.741802,37666033
2013-07-29,20.788713,21.365120,20.407618,20.521948,7.618019,63042804
2013-07-30,20.521948,20.702967,19.769285,19.950306,7.405818,43940295
2013-07-31,19.826448,20.741076,19.278625,20.550529,7.628628,65774010
2013-08-01,20.698202,20.922096,19.735939,20.021761,7.432343,48381344
2013-08-02,20.040815,20.217072,19.169062,19.278625,7.156481,47563983
2013-08-05,19.278625,19.950306,18.883240,19.807394,7.352768,48205252
2013-08-06,19.626373,19.626373,18.749857,18.888002,7.011475,53800271
2013-08-07,18.816547,19.902668,18.606947,19.812159,7.354535,59052719
2013-08-08,19.821686,21.060244,19.697830,20.845877,7.738265,73023086
2013-08-12,21.036425,22.813278,21.022133,22.536985,8.366026,128553374
2013-08-13,22.284510,23.199137,22.070145,22.999062,8.537556,98751434
2013-08-14,25.056973,25.056973,23.456375,23.827944,8.845247,209532373
2013-08-16,23.723143,23.751724,22.074907,22.422655,8.323586,84934793
2013-08-19,21.912943,23.718378,21.307955,23.518303,8.730306,140640240
2013-08-20,23.222956,24.656824,22.837097,24.485331,9.089276,113546887
2013-08-21,24.771152,25.047445,23.270592,23.642159,8.776281,123601544
2013-08-22,23.627869,26.286003,23.399212,26.114511,9.694053,159502777
2013-08-23,26.281240,27.057720,25.733416,26.895756,9.984061,153086628
2013-08-26,27.062485,27.191103,26.066874,26.405094,9.801919,108611021
2013-08-27,26.200256,26.652807,25.828690,25.943018,9.630391,74050442
2013-08-28,25.714361,26.986265,25.257048,26.581352,9.867348,102297052
2013-08-29,26.910046,27.105356,26.295530,26.519424,9.844360,86079769
2013-08-30,26.676624,27.591253,25.723888,26.104982,9.690515,127985148
2013-09-02,26.205021,27.724636,26.152620,27.572199,10.235165,89532947
2013-09-03,27.896128,28.139076,26.638515,26.800482,9.948694,110472449
2013-09-04,26.910046,27.796091,26.624226,27.619835,10.252847,65716880
2013-09-05,28.091438,28.234350,27.152994,27.500744,10.208640,67939740
2013-09-06,27.648417,28.096203,27.010082,27.834200,10.332423,63322336
2013-09-10,28.229586,28.772646,27.948528,28.639263,10.631273,64587764
2013-09-11,28.772646,30.373243,28.439188,30.077894,11.165311,95300974
2013-09-12,29.906403,30.249388,28.710718,28.844101,10.707312,69624927
2013-09-13,28.829809,29.134686,28.239115,28.420134,10.549928,76520957
2013-09-16,29.010830,29.234722,27.576962,27.781799,10.312971,58291817
2013-09-17,27.638889,27.862783,27.143467,27.457869,10.192723,77234229
2013-09-18,27.619835,27.805618,27.210157,27.648417,10.263457,36175264
2013-09-19,28.591625,29.868294,28.391550,29.591999,10.984941,77990985
2013-09-20,29.534836,29.563417,28.115257,28.582100,10.610053,86423494
2013-09-23,28.382025,28.944139,27.705582,27.962820,10.380168,47097369
2013-09-24,27.772272,28.315332,27.638889,27.872311,10.346570,41904896
2013-09-25,28.010456,28.124784,27.272085,27.734163,10.295287,39325400
2013-09-26,27.700817,28.725010,27.643654,28.572571,10.606515,68765739
2013-09-27,28.572571,28.867920,27.248266,27.381651,10.164431,55808392
2013-09-30,27.095831,27.095831,25.357084,25.871563,9.603867,108973241
2013-10-01,26.128801,26.533714,25.614325,26.271711,9.752407,64389735
2013-10-03,26.338404,27.576962,26.338404,27.233976,10.109612,68632796
2013-10-04,27.052956,28.029510,26.881464,27.481688,10.201566,66615261
2013-10-07,27.438814,28.753592,27.286377,28.620209,10.624199,75543929
2013-10-08,28.996538,29.120396,28.167658,28.277224,10.496880,55973107
2013-10-09,27.819908,29.053703,27.819908,28.891739,10.724996,58811719
2013-10-10,29.125158,29.630110,29.058468,29.401451,10.914207,62395563
2013-10-11,29.696800,29.844475,28.963194,29.334761,10.889451,51372801
2013-10-14,29.344288,29.439562,28.648790,28.734537,10.666641,41135386
2013-10-15,28.867920,29.844475,28.653555,29.582472,10.981404,82550567
2013-10-17,29.630110,30.149349,29.425270,29.544363,10.967258,64457182
2013-10-18,29.801601,31.440310,29.611053,31.335508,11.632154,137828613
2013-10-21,31.345036,32.250134,31.345036,32.021477,11.886796,75401309
2013-10-22,32.107224,32.716976,31.869040,32.388283,12.022959,61165286
2013-10-23,32.459736,32.764614,31.545111,31.935732,11.854965,70423543
2013-10-24,31.726130,32.478790,31.411728,31.645147,11.747096,52441144
2013-10-25,31.454599,31.516527,30.592373,30.663828,11.382818,57798301
2013-10-28,30.963940,31.192596,29.663454,29.753965,11.045065,72387685
2013-10-29,29.630110,31.178307,29.410980,31.044924,11.524286,81784752
2013-10-30,31.249762,31.430780,30.597137,31.116379,11.550811,51901730
2013-10-31,31.021105,32.231079,30.882957,31.907150,11.844356,65695132
2013-11-01,31.916677,32.564537,31.683256,32.026241,11.888565,47639513
2013-11-05,32.335880,32.855122,31.597509,32.293007,11.987591,46777743
2013-11-06,32.421627,32.555012,31.668964,31.754711,11.787768,45522485
2013-11-07,31.654675,33.336254,31.654675,32.945633,12.229855,102722542
2013-11-08,32.955158,33.998405,32.921814,33.893604,12.581754,82459713
2013-11-11,33.898369,34.827286,33.560146,34.374737,12.760356,79422609
2013-11-12,34.489067,34.631977,33.355309,33.579201,12.465043,79432601
2013-11-13,33.374363,34.670086,33.374363,34.084152,12.652490,85701532
2013-11-14,35.060707,35.903881,34.212772,35.760967,13.274942,176187051
2013-11-18,36.108719,36.961418,36.046791,36.851852,13.679894,77526786
2013-11-19,36.975708,37.304401,36.223045,36.513630,13.554343,100230794
2013-11-20,36.470757,37.047165,36.146828,36.680359,13.616233,75917957
2013-11-21,36.485050,36.670834,35.918171,36.451702,13.531354,66459142
2013-11-22,36.575558,37.680733,36.546978,37.390148,13.879717,79927155
2013-11-25,37.547352,38.014191,37.475895,37.914154,14.074234,49985607
2013-11-26,37.747425,37.914154,37.109093,37.323456,13.854959,51448488
2013-11-27,37.347275,37.723606,36.951889,37.609280,13.961061,43076678
2013-11-28,37.718842,38.461979,37.680733,38.195210,14.178566,48652825
2013-11-29,38.300011,38.623943,37.976082,38.166630,14.167959,37258543
2013-12-02,38.118992,39.052673,37.728371,38.900238,14.440283,62151393
2013-12-03,38.776382,39.224167,38.595360,39.043148,14.493331,60552021
2013-12-04,38.966927,39.605263,38.871655,39.438534,14.640103,44197439
2013-12-05,39.933956,40.234070,39.662426,40.148323,14.903584,58430228
2013-12-06,40.110210,40.396034,39.824390,40.272179,14.949566,43622821
2013-12-09,40.967674,41.153458,40.010174,40.105450,14.887672,52664753
2013-12-10,40.014938,40.481777,39.781517,40.329342,14.970784,50035957
2013-12-11,40.200722,40.477016,39.633842,39.848209,14.792181,70370464
2013-12-12,39.529041,39.752937,39.205112,39.324203,14.597664,61483150
2013-12-13,39.052673,39.695770,38.976456,39.552860,14.682545,64458694
2013-12-16,39.552860,40.033993,38.800198,38.957401,14.461503,48785076
2013-12-17,39.000275,39.362312,38.681107,38.938347,14.454429,36867218
2013-12-18,38.947872,39.676716,38.857365,39.529041,14.673700,31658265
2013-12-19,39.824390,39.938721,38.985985,39.138420,14.528698,36798847
2013-12-20,39.138420,39.905373,39.095547,39.819626,14.781572,28381116
2013-12-23,39.824390,40.662800,39.748173,40.315048,14.965479,28389492
2013-12-24,40.396034,40.524654,39.695770,39.862499,14.797488,24235438
2013-12-26,39.833920,40.681854,39.662426,40.524654,15.043289,42023501
2013-12-27,40.524654,40.786655,40.300758,40.496071,15.032679,25983633
2013-12-30,40.491306,40.834293,40.195957,40.543709,15.050360,22294503
2013-12-31,40.629456,40.662800,40.257885,40.415089,15.002617,12709535
2014-01-01,40.491306,40.662800,40.362686,40.577053,15.062737,12526105
2014-01-02,40.586578,41.491680,39.729118,39.938721,14.825782,41987111
2014-01-03,39.681480,39.957775,38.966927,39.300385,14.588823,33417104
2014-01-06,39.152714,39.605263,38.547726,38.900238,14.440283,28387844
2014-01-07,39.052673,39.243221,37.399677,37.604515,13.959292,40939015
2014-01-08,37.599751,37.847462,37.118618,37.385384,13.877948,47662793
2014-01-09,37.571171,38.042774,36.928074,37.232948,13.821364,41860749
2014-01-10,37.423496,37.461605,36.537449,36.632725,13.598551,34276187
2014-01-13,36.704178,37.080509,36.370720,36.770870,13.649833,28845421
2014-01-14,36.680359,37.061455,35.565659,35.665695,13.239576,38266377
2014-01-15,35.822899,36.203991,35.498966,35.727623,13.262566,34720329
2014-01-16,35.870533,36.632725,35.808605,36.308792,13.478304,38249237
2014-01-17,36.299267,36.747051,35.741917,35.980099,13.356289,36068382
2014-01-20,35.965809,36.132538,35.260784,35.684750,13.246653,34481533
2014-01-21,35.822899,36.775635,35.822899,36.546978,13.566723,42955270
2014-01-22,36.613670,37.537823,36.613670,37.466370,13.908010,48629766
2014-01-23,37.428257,37.442551,36.880436,37.085274,13.766544,26209110
2014-01-24,36.689888,36.775635,35.675224,35.822899,13.297932,31292530
2014-01-27,35.194092,35.217911,33.536327,33.684002,12.503946,46321352
2014-01-28,33.726875,35.146454,33.583965,34.932087,12.967252,50911634
2014-01-29,35.108345,35.189327,33.941242,34.107971,12.661328,47641329
2014-01-30,33.631603,33.726875,32.507374,33.017090,12.256381,58965717
2014-01-31,33.193344,34.098446,33.112362,33.922188,12.592365,54543855
2014-02-03,33.812622,33.812622,32.588356,32.688393,12.134361,37355958
2014-02-04,32.207260,33.045670,32.016712,32.674103,12.129059,76322424
2014-02-05,32.855122,34.384266,32.778904,34.241356,12.710844,49936223
2014-02-06,34.479538,34.984489,33.941242,34.417610,12.776272,67917037
2014-02-07,34.546230,36.870907,34.546230,36.627960,13.596784,123025214
2014-02-10,36.861382,37.461605,36.256393,36.442177,13.527818,65533430
2014-02-11,36.870907,37.442551,36.708942,37.132912,13.784228,44855890
2014-02-12,36.732761,36.861382,35.513260,35.665695,13.239576,98448864
2014-02-13,35.822899,36.089664,34.793941,35.008308,12.995546,61432349
2014-02-14,35.146454,35.479912,34.246117,35.327473,13.114026,63369957
2014-02-17,35.389400,35.765732,34.917797,35.637115,13.228969,36015860
2014-02-18,35.627586,36.385014,35.451328,36.170647,13.427021,37853335
2014-02-19,36.189701,36.194466,35.360821,35.618057,13.221893,33242397
2014-02-20,35.170273,35.232201,34.679611,34.941616,12.970790,44916431
2014-02-21,34.941616,35.799080,34.941616,35.670460,13.241345,33401958
2014-02-24,35.613297,35.613297,34.898743,35.175037,13.057438,34362035
2014-02-25,35.213146,35.446568,34.260410,34.350918,12.751513,46040540
2014-02-26,34.398556,34.570049,33.193344,33.279091,12.353638,105937722
2014-02-28,33.441055,33.784042,32.459736,32.755085,12.159121,103850944
2014-03-03,32.774139,33.298145,32.459736,32.897995,12.212170,59775805
2014-03-04,33.012325,33.583965,32.902760,33.512512,12.440287,59885027
2014-03-05,33.803097,34.279465,33.512512,33.912659,12.588827,69713861
2014-03-06,34.107971,34.812996,33.917423,34.698669,12.880604,59836945
2014-03-07,35.079762,35.575188,34.732014,35.356056,13.124635,66310559
2014-03-10,35.084526,35.327473,34.531940,34.693905,12.878836,52041663
2014-03-11,34.693905,34.717724,32.616940,32.750320,12.157351,96014665
2014-03-12,32.488319,33.217163,32.140572,32.354935,12.010580,91702529
2014-03-13,32.583591,33.145706,31.845222,32.092934,11.913321,58457203
2014-03-14,31.821404,32.659813,31.630856,32.555012,12.084850,64654729
2014-03-18,32.964687,33.155235,32.307301,32.459736,12.049482,43599005
2014-03-19,32.716976,34.236591,32.412102,33.974586,12.611814,100490173
2014-03-20,34.031754,34.284229,33.121887,33.341019,12.376626,53214632
2014-03-21,33.460110,34.774887,33.460110,34.570049,12.832859,85578843
2014-03-22,null,null,null,null,null,null
2014-03-24,34.755833,34.965435,33.931713,34.593868,12.841702,58579199
2014-03-25,34.508121,35.408459,34.446194,34.974960,12.983167,55408197
2014-03-26,35.384640,35.822899,35.279839,35.708569,13.255492,58642344
2014-03-27,35.727623,36.151592,35.560894,35.765732,13.276711,60261228
2014-03-28,36.089664,36.561268,35.822899,36.346901,13.492449,39446682
2014-03-31,36.647015,37.761715,36.489815,37.533058,13.932766,73888761
2014-04-01,37.728371,38.428631,36.823273,38.219028,14.187407,87861268
2014-04-02,38.342888,38.585835,38.018955,38.438160,14.268752,56289574
2014-04-03,38.433395,39.252750,37.514004,37.885571,14.063625,73980769
2014-04-04,38.099937,38.557251,37.671207,38.300011,14.217472,48148436
2014-04-07,38.352413,38.824017,37.937973,38.743034,14.381926,38762611
2014-04-09,39.062202,39.991119,38.871655,39.895847,14.809866,52431036
2014-04-10,39.910137,40.472252,39.176529,39.805336,14.776266,61890786
2014-04-11,39.586208,40.348396,39.157475,40.000648,14.848768,55071346
2014-04-15,39.972065,40.443668,38.843071,38.981220,14.470344,48916277
2014-04-16,39.109840,39.705299,38.562016,39.414715,14.631264,42785464
2014-04-17,39.257511,40.005409,39.186058,39.910137,14.815170,34439863
2014-04-21,39.967300,40.538944,39.781517,40.348396,14.977858,39727736
2014-04-22,40.386505,40.386505,39.833920,40.095921,14.884134,34292509
2014-04-23,40.110210,40.900982,40.033993,40.638981,15.085727,53364484
2014-04-24,40.638981,40.638981,40.638981,40.638981,15.085727,0
2014-04-25,40.638981,41.243969,40.238831,40.672325,15.098104,50287107
2014-04-28,40.491306,41.148697,40.405560,40.567528,15.059201,35267206
2014-04-29,40.491306,40.610397,38.490559,38.633469,14.341254,72007916
2014-04-30,38.776382,38.824017,37.466370,38.171394,14.169726,74568907
2014-05-02,38.395287,38.738270,36.975708,37.161491,13.794837,61469032
2014-05-05,37.194839,38.471504,37.047165,37.876045,14.060088,55043574
2014-05-06,38.052299,38.538197,37.980846,38.276196,14.208630,38688089
2014-05-07,38.219028,38.438160,37.742661,38.099937,14.143202,27633817
2014-05-08,38.223793,38.704926,37.957027,38.300011,14.217472,34659567
2014-05-09,38.109467,40.086395,38.023720,39.700535,14.737364,68012352
2014-05-12,39.724354,40.672325,39.643372,40.019703,14.855842,55078641
2014-05-13,40.410324,42.063320,40.134029,40.691380,15.105179,93712938
2014-05-14,40.962910,43.320934,40.958149,43.097042,15.998191,113984909
